protocol;pkt_length;pkt_rate;pkt_count;ip_ttl;status
ICMP;65;6466;391417;64;DDOS-Attack
ICMP;62;4201;254908;64;DDOS-Attack
UDP;57;1000;55802;64;DDOS-Attack
UDP;619;1;174;128;Normal
UDP;76;6418;383491;64;DDOS-Attack
ICMP;71;4151;252274;64;DDOS-Attack
UDP;158;123;7436;64;Normal
TCP;836;154;9322;64;Normal
UDP;53;606;38641;64;DDOS-Attack
TCP;883;99;5921;64;Normal
ICMP;374;36;2023;64;Normal
ICMP;67;6052;362251;64;DDOS-Attack
UDP;55;500;33861;64;DDOS-Attack
TCP;490;118;7045;32;Normal
ICMP;86;500;30449;64;DDOS-Attack
TCP;772;115;6820;64;Normal
UDP;79;1433;84370;64;DDOS-Attack
UDP;624;66;4023;32;Normal
ICMP;81;500;32519;64;DDOS-Attack
UDP;798;79;4835;64;Normal
TCP;872;191;11546;64;Normal
TCP;1234;70;4372;32;Normal
ICMP;74;1000;56958;64;DDOS-Attack
UDP;940;117;7133;128;Normal
UDP;40;500;31003;64;DDOS-Attack
ICMP;87;519;27920;64;DDOS-Attack
UDP;79;5806;343387;64;DDOS-Attack
UDP;63;4030;241443;64;DDOS-Attack
TCP;561;1;215;64;Normal
UDP;1024;76;4482;64;Normal
ICMP;330;41;2623;64;Normal
UDP;562;90;5277;32;Normal
ICMP;62;4024;239927;64;DDOS-Attack
TCP;40;1;59;64;Normal
UDP;731;140;8470;255;Normal
ICMP;94;679;44298;64;DDOS-Attack
ICMP;50;4838;292138;64;DDOS-Attack
ICMP;95;1000;61459;64;DDOS-Attack
TCP;76;1000;61099;64;DDOS-Attack
ICMP;89;2844;166301;64;DDOS-Attack
UDP;72;1000;56947;64;DDOS-Attack
UDP;73;2773;167713;64;DDOS-Attack
UDP;80;1947;118151;64;DDOS-Attack
ICMP;60;5934;352703;64;DDOS-Attack
ICMP;88;1348;84577;64;DDOS-Attack
ICMP;55;11295;677916;64;DDOS-Attack
ICMP;75;2146;126882;64;DDOS-Attack
UDP;87;1000;63892;64;DDOS-Attack
UDP;72;500;33240;64;DDOS-Attack
UDP;70;6099;367111;64;DDOS-Attack
ICMP;63;2179;132434;64;DDOS-Attack
TCP;769;74;4407;255;Normal
TCP;47;78;4571;128;Normal
ICMP;108;1777;102130;64;DDOS-Attack
UDP;604;2;1;128;Normal
ICMP;77;1251;72080;64;DDOS-Attack
UDP;638;50;3065;128;Normal
ICMP;69;3250;196869;64;DDOS-Attack
TCP;551;16;964;128;Normal
ICMP;70;1032;58350;64;DDOS-Attack
UDP;1067;1;118;64;Normal
ICMP;95;5081;305967;64;DDOS-Attack
TCP;1174;124;7444;64;Normal
TCP;53;2128;132587;64;DDOS-Attack
ICMP;98;500;33623;64;DDOS-Attack
UDP;87;1000;55389;64;DDOS-Attack
ICMP;60;4036;240078;64;DDOS-Attack
UDP;71;2912;170328;64;DDOS-Attack
TCP;243;101;6118;64;Normal
UDP;68;500;27255;64;DDOS-Attack
TCP;738;115;6916;64;Normal
TCP;55;1834;113345;64;DDOS-Attack
UDP;62;4774;281666;64;DDOS-Attack
UDP;883;80;4697;128;Normal
ICMP;588;113;6728;64;Normal
ICMP;1387;151;9005;64;Normal
TCP;890;151;8932;64;Normal
UDP;387;153;9310;64;Normal
TCP;881;9;520;255;Normal
TCP;87;2338;137843;64;DDOS-Attack
TCP;65;500;32400;64;DDOS-Attack
UDP;58;500;29785;64;DDOS-Attack
UDP;76;1000;62033;64;DDOS-Attack
UDP;64;3902;235487;64;DDOS-Attack
ICMP;91;500;27120;64;DDOS-Attack
ICMP;50;1000;58015;64;DDOS-Attack
UDP;61;1000;60039;64;DDOS-Attack
ICMP;56;1000;56602;64;DDOS-Attack
TCP;494;44;2805;64;Normal
ICMP;98;9235;554062;64;DDOS-Attack
TCP;952;50;3153;128;Normal
TCP;998;132;7994;32;Normal
ICMP;57;1850;111962;64;DDOS-Attack
UDP;41;2431;142820;64;DDOS-Attack
ICMP;80;8518;507783;64;DDOS-Attack
TCP;740;125;7352;64;Normal
TCP;229;106;6552;64;Normal
UDP;59;2169;126541;64;DDOS-Attack
UDP;69;1538;96204;64;DDOS-Attack
UDP;62;2389;139055;64;DDOS-Attack
ICMP;71;6966;413658;64;DDOS-Attack
UDP;1034;78;4794;64;Normal
UDP;91;1762;106521;64;DDOS-Attack
ICMP;58;2175;133876;64;DDOS-Attack
TCP;65;1553;89323;64;DDOS-Attack
UDP;55;1000;63491;64;DDOS-Attack
UDP;98;7307;442316;64;DDOS-Attack
ICMP;661;1;134;64;Normal
UDP;79;3663;216473;64;DDOS-Attack
ICMP;47;3104;190799;64;DDOS-Attack
UDP;75;500;30405;64;DDOS-Attack
UDP;47;3900;230981;64;DDOS-Attack
UDP;85;500;25059;64;DDOS-Attack
UDP;95;1000;61472;64;DDOS-Attack
TCP;284;78;4754;128;Normal
TCP;619;119;6993;32;Normal
UDP;87;732;45917;64;DDOS-Attack
TCP;619;23;1340;64;Normal
UDP;674;163;9809;64;Normal
UDP;77;8985;536816;64;DDOS-Attack
UDP;61;1465;84180;64;DDOS-Attack
ICMP;67;719;47950;64;DDOS-Attack
TCP;1169;110;6660;64;Normal
TCP;807;227;13581;128;Normal
ICMP;77;867;54012;64;DDOS-Attack
ICMP;71;1000;64369;64;DDOS-Attack
UDP;69;5290;317030;64;DDOS-Attack
TCP;69;1692;97367;64;DDOS-Attack
UDP;83;1000;56819;64;DDOS-Attack
UDP;57;2531;152039;64;DDOS-Attack
ICMP;78;1649;94266;64;DDOS-Attack
TCP;64;5117;311557;64;DDOS-Attack
UDP;92;1000;55768;64;DDOS-Attack
TCP;476;155;9291;128;Normal
UDP;92;1000;60147;64;DDOS-Attack
UDP;82;500;33938;64;DDOS-Attack
UDP;56;1126;69647;64;DDOS-Attack
UDP;451;29;1785;128;Normal
ICMP;72;1096;69188;64;DDOS-Attack
ICMP;83;7691;464942;64;DDOS-Attack
UDP;94;2576;154688;64;DDOS-Attack
UDP;77;1000;57728;64;DDOS-Attack
UDP;53;3563;211849;64;DDOS-Attack
UDP;74;3661;222530;64;DDOS-Attack
ICMP;48;1367;82103;64;DDOS-Attack
ICMP;55;1000;63585;64;DDOS-Attack
ICMP;63;1000;60431;64;DDOS-Attack
ICMP;41;1000;56523;64;DDOS-Attack
UDP;75;720;47290;64;DDOS-Attack
ICMP;80;500;33982;64;DDOS-Attack
UDP;78;3221;193530;64;DDOS-Attack
UDP;83;897;55280;64;DDOS-Attack
ICMP;65;1000;56100;64;DDOS-Attack
ICMP;89;1000;60609;64;DDOS-Attack
ICMP;93;500;29866;64;DDOS-Attack
TCP;767;1;64;64;Normal
TCP;68;2285;135219;64;DDOS-Attack
TCP;930;149;8952;128;Normal
ICMP;70;1029;57865;64;DDOS-Attack
ICMP;66;1000;60790;64;DDOS-Attack
UDP;79;500;33697;64;DDOS-Attack
TCP;982;86;5100;128;Normal
UDP;51;3344;196491;64;DDOS-Attack
TCP;693;1;147;255;Normal
TCP;414;126;7482;64;Normal
UDP;67;500;30035;64;DDOS-Attack
UDP;63;3080;186152;64;DDOS-Attack
TCP;506;125;7400;32;Normal
UDP;72;1381;86667;64;DDOS-Attack
UDP;69;500;26586;64;DDOS-Attack
UDP;76;1614;92526;64;DDOS-Attack
ICMP;60;1186;67076;64;DDOS-Attack
TCP;788;78;4585;64;Normal
UDP;65;500;28230;64;DDOS-Attack
UDP;65;500;29961;64;DDOS-Attack
ICMP;47;1121;68365;64;DDOS-Attack
ICMP;77;1081;64213;64;DDOS-Attack
ICMP;97;500;25358;64;DDOS-Attack
ICMP;90;1000;59386;64;DDOS-Attack
ICMP;86;6472;390376;64;DDOS-Attack
ICMP;109;7179;432292;64;DDOS-Attack
ICMP;81;559;34556;64;DDOS-Attack
UDP;70;2441;144288;64;DDOS-Attack
ICMP;47;1439;89717;64;DDOS-Attack
TCP;91;47;2663;64;Normal
UDP;80;85;4918;64;Normal
UDP;398;94;5640;32;Normal
ICMP;52;4141;244289;64;DDOS-Attack
TCP;480;174;10564;32;Normal
TCP;341;70;4066;64;Normal
TCP;296;42;2326;64;Normal
TCP;888;76;4488;128;Normal
TCP;638;113;6629;64;Normal
TCP;1036;94;5579;64;Normal
UDP;65;1000;62909;64;DDOS-Attack
TCP;143;99;6004;64;Normal
TCP;81;1265;76865;64;DDOS-Attack
TCP;278;187;11179;32;Normal
ICMP;58;1058;58898;64;DDOS-Attack
UDP;69;3789;225449;64;DDOS-Attack
TCP;373;225;13695;64;Normal
ICMP;40;1489;89870;64;DDOS-Attack
UDP;60;1473;86058;64;DDOS-Attack
TCP;740;122;7216;64;Normal
TCP;240;1;1;255;Normal
ICMP;74;500;28191;64;DDOS-Attack
ICMP;49;4159;250890;64;DDOS-Attack
ICMP;69;820;50053;64;DDOS-Attack
ICMP;52;897;57773;64;DDOS-Attack
ICMP;73;961;54379;64;DDOS-Attack
UDP;53;4242;257271;64;DDOS-Attack
UDP;62;2503;152136;64;DDOS-Attack
UDP;656;43;2432;64;Normal
ICMP;93;1618;98727;64;DDOS-Attack
UDP;831;100;6136;64;Normal
ICMP;67;1000;56585;64;DDOS-Attack
TCP;592;103;6018;32;Normal
UDP;68;4263;253890;64;DDOS-Attack
ICMP;71;1489;89081;64;DDOS-Attack
UDP;52;1207;75757;64;DDOS-Attack
ICMP;993;104;6301;128;Normal
TCP;590;116;7110;64;Normal
UDP;56;3851;231437;64;DDOS-Attack
UDP;64;5045;299069;64;DDOS-Attack
TCP;659;107;6366;64;Normal
UDP;154;41;2403;64;Normal
UDP;55;500;34491;64;DDOS-Attack
TCP;757;12;745;32;Normal
TCP;442;1;61;64;Normal
ICMP;58;1000;59617;64;DDOS-Attack
UDP;768;1;30;64;Normal
UDP;62;3232;195831;64;DDOS-Attack
TCP;626;14;665;128;Normal
TCP;1064;154;9213;128;Normal
TCP;416;104;6353;32;Normal
TCP;308;201;11957;64;Normal
TCP;356;21;1190;64;Normal
UDP;48;1000;55712;64;DDOS-Attack
UDP;81;500;32694;64;DDOS-Attack
TCP;1152;73;4563;32;Normal
UDP;569;1;229;64;Normal
ICMP;61;1184;67075;64;DDOS-Attack
UDP;81;4695;285781;64;DDOS-Attack
UDP;79;9064;542250;64;DDOS-Attack
ICMP;59;1000;56249;64;DDOS-Attack
ICMP;82;2695;158604;64;DDOS-Attack
ICMP;89;500;25984;64;DDOS-Attack
ICMP;59;6957;418727;64;DDOS-Attack
ICMP;69;1000;62046;64;DDOS-Attack
ICMP;92;1000;57499;64;DDOS-Attack
UDP;50;500;26428;64;DDOS-Attack
TCP;1078;148;8732;32;Normal
UDP;899;191;11417;64;Normal
TCP;841;20;1353;64;Normal
ICMP;82;500;29761;64;DDOS-Attack
TCP;616;56;3399;128;Normal
UDP;85;5373;327285;64;DDOS-Attack
UDP;55;500;33882;64;DDOS-Attack
TCP;685;47;2987;64;Normal
TCP;87;111;6615;64;Normal
UDP;72;11143;664492;64;DDOS-Attack
UDP;110;5728;345250;64;DDOS-Attack
TCP;64;7971;481779;64;DDOS-Attack
TCP;44;848;52919;64;DDOS-Attack
TCP;492;153;9165;32;Normal
UDP;810;70;4360;64;Normal
UDP;72;18579;1110727;64;DDOS-Attack
UDP;228;138;8387;64;Normal
ICMP;63;1000;60609;64;DDOS-Attack
TCP;919;1;106;64;Normal
ICMP;81;1000;61178;64;DDOS-Attack
ICMP;50;726;40227;64;DDOS-Attack
UDP;68;2032;118491;64;DDOS-Attack
UDP;509;159;9737;128;Normal
ICMP;55;3962;232913;64;DDOS-Attack
UDP;67;500;29677;64;DDOS-Attack
ICMP;69;1;189;64;Normal
UDP;40;1511;92013;64;DDOS-Attack
TCP;65;662;37455;64;DDOS-Attack
ICMP;64;1321;82398;64;DDOS-Attack
TCP;428;130;7933;64;Normal
TCP;718;46;2788;64;Normal
UDP;65;505;29739;64;DDOS-Attack
ICMP;40;1000;58206;64;DDOS-Attack
UDP;488;84;4880;64;Normal
TCP;69;1000;59919;64;DDOS-Attack
UDP;60;5429;325454;64;DDOS-Attack
ICMP;62;500;30561;64;DDOS-Attack
ICMP;58;519;30508;64;DDOS-Attack
TCP;839;160;9635;64;Normal
ICMP;55;2171;133918;64;DDOS-Attack
UDP;74;500;28630;64;DDOS-Attack
TCP;70;1727;100997;64;DDOS-Attack
TCP;41;2702;159016;64;DDOS-Attack
ICMP;72;500;26213;64;DDOS-Attack
UDP;99;1000;57619;64;DDOS-Attack
ICMP;76;1377;82297;64;DDOS-Attack
TCP;708;79;4802;128;Normal
ICMP;72;1607;99041;64;DDOS-Attack
UDP;66;500;32690;64;DDOS-Attack
TCP;196;92;5391;255;Normal
ICMP;62;4937;298712;64;DDOS-Attack
ICMP;66;1000;63757;64;DDOS-Attack
TCP;196;100;5837;32;Normal
UDP;940;13;851;64;Normal
UDP;74;3720;225945;64;DDOS-Attack
ICMP;73;6644;396565;64;DDOS-Attack
TCP;778;41;2501;64;Normal
TCP;1203;75;4672;64;Normal
TCP;1035;86;5157;64;Normal
ICMP;60;1000;59104;64;DDOS-Attack
ICMP;303;66;3865;255;Normal
ICMP;73;5135;311148;64;DDOS-Attack
ICMP;76;1000;64333;64;DDOS-Attack
TCP;1383;151;9090;64;Normal
ICMP;90;1000;64074;64;DDOS-Attack
TCP;781;1;1;64;Normal
UDP;528;154;9212;64;Normal
ICMP;75;1650;101158;64;DDOS-Attack
TCP;414;38;2164;32;Normal
UDP;656;15;792;64;Normal
TCP;980;147;8902;64;Normal
UDP;55;2518;150063;64;DDOS-Attack
UDP;1162;79;4569;64;Normal
UDP;75;500;33461;64;DDOS-Attack
UDP;61;4801;288462;64;DDOS-Attack
ICMP;50;3307;194913;64;DDOS-Attack
UDP;47;3448;207105;64;DDOS-Attack
UDP;68;500;25358;64;DDOS-Attack
ICMP;85;1000;55546;64;DDOS-Attack
ICMP;74;500;25370;64;DDOS-Attack
ICMP;40;60;3534;64;Normal
UDP;659;87;5308;64;Normal
UDP;419;173;10523;64;Normal
UDP;49;500;33475;64;DDOS-Attack
ICMP;68;634;38980;64;DDOS-Attack
ICMP;80;6477;384733;64;DDOS-Attack
TCP;785;98;5862;64;Normal
ICMP;673;107;6397;128;Normal
TCP;614;166;10009;64;Normal
UDP;222;125;7675;128;Normal
TCP;457;74;4541;64;Normal
UDP;58;2984;177912;64;DDOS-Attack
UDP;480;133;7911;128;Normal
UDP;74;2064;125796;64;DDOS-Attack
TCP;348;43;2443;128;Normal
UDP;69;504;32734;64;DDOS-Attack
TCP;332;125;7388;64;Normal
UDP;70;500;28486;64;DDOS-Attack
TCP;547;23;1324;32;Normal
ICMP;79;2725;167815;64;DDOS-Attack
UDP;98;1000;57304;64;DDOS-Attack
UDP;804;148;9072;64;Normal
ICMP;59;1205;68765;64;DDOS-Attack
ICMP;79;5217;314961;64;DDOS-Attack
ICMP;87;1000;56757;64;DDOS-Attack
UDP;132;91;5484;64;Normal
UDP;66;500;28621;64;DDOS-Attack
UDP;100;1831;112475;64;DDOS-Attack
UDP;96;1543;87682;64;DDOS-Attack
UDP;77;899;58721;64;DDOS-Attack
UDP;564;16;763;64;Normal
ICMP;54;4378;264087;64;DDOS-Attack
ICMP;58;832;52494;64;DDOS-Attack
ICMP;64;6727;404546;64;DDOS-Attack
UDP;74;500;30894;64;DDOS-Attack
UDP;83;2709;165176;64;DDOS-Attack
TCP;416;177;10617;64;Normal
TCP;669;159;9674;64;Normal
TCP;368;67;4197;255;Normal
ICMP;68;1192;75509;64;DDOS-Attack
ICMP;86;1000;55732;64;DDOS-Attack
TCP;532;148;8694;128;Normal
TCP;810;1;1;64;Normal
ICMP;49;7357;437395;64;DDOS-Attack
ICMP;94;4442;264408;64;DDOS-Attack
UDP;70;1000;61870;64;DDOS-Attack
UDP;76;1570;96593;64;DDOS-Attack
UDP;83;1000;61973;64;DDOS-Attack
UDP;77;8180;486191;64;DDOS-Attack
ICMP;64;1451;85208;64;DDOS-Attack
ICMP;61;500;31576;64;DDOS-Attack
TCP;1036;1;158;64;Normal
UDP;40;97;5870;64;Normal
UDP;59;1579;98465;64;DDOS-Attack
TCP;1091;104;6129;64;Normal
ICMP;63;1630;100639;64;DDOS-Attack
ICMP;76;874;54549;64;DDOS-Attack
ICMP;63;1470;90935;64;DDOS-Attack
TCP;505;62;3626;64;Normal
UDP;52;5422;325641;64;DDOS-Attack
UDP;92;2479;145912;64;DDOS-Attack
ICMP;56;3639;221355;64;DDOS-Attack
TCP;62;7627;458641;64;DDOS-Attack
TCP;514;5;349;64;Normal
ICMP;86;1000;60468;64;DDOS-Attack
TCP;993;104;6322;128;Normal
UDP;57;2384;141294;64;DDOS-Attack
ICMP;67;7702;457997;64;DDOS-Attack
TCP;68;1000;56210;64;DDOS-Attack
ICMP;40;1199;76430;64;DDOS-Attack
TCP;691;55;3259;64;Normal
ICMP;69;500;26929;64;DDOS-Attack
ICMP;68;500;33503;64;DDOS-Attack
ICMP;69;1000;56357;64;DDOS-Attack
ICMP;53;2814;173215;64;DDOS-Attack
UDP;73;1000;57816;64;DDOS-Attack
TCP;559;105;6342;128;Normal
UDP;67;7153;433641;64;DDOS-Attack
ICMP;75;3607;213642;64;DDOS-Attack
TCP;360;92;5465;32;Normal
ICMP;64;1000;61080;64;DDOS-Attack
TCP;572;82;5090;128;Normal
ICMP;53;3555;217616;64;DDOS-Attack
UDP;652;1;217;64;Normal
ICMP;40;15538;936955;64;DDOS-Attack
TCP;734;117;7121;64;Normal
TCP;58;1413;80757;64;DDOS-Attack
UDP;77;1000;58736;64;DDOS-Attack
UDP;76;1000;59301;64;DDOS-Attack
TCP;567;41;2423;128;Normal
ICMP;832;22;1140;64;Normal
TCP;745;188;11090;128;Normal
UDP;93;4051;242516;64;DDOS-Attack
UDP;458;33;2096;64;Normal
UDP;903;192;11501;32;Normal
ICMP;74;5638;340959;64;DDOS-Attack
TCP;78;7829;470986;64;DDOS-Attack
UDP;65;1000;57155;64;DDOS-Attack
TCP;85;2724;161000;64;DDOS-Attack
UDP;886;135;8295;64;Normal
ICMP;78;1000;56770;64;DDOS-Attack
TCP;69;725;40227;64;DDOS-Attack
TCP;56;1833;111372;64;DDOS-Attack
UDP;60;7209;432222;64;DDOS-Attack
ICMP;79;2807;167865;64;DDOS-Attack
TCP;823;78;4774;128;Normal
UDP;608;104;6174;32;Normal
TCP;360;124;7518;64;Normal
UDP;642;63;3976;255;Normal
ICMP;74;1037;57661;64;DDOS-Attack
UDP;81;777;45084;64;DDOS-Attack
TCP;70;2169;133834;64;DDOS-Attack
UDP;71;1662;103228;64;DDOS-Attack
ICMP;76;2361;146557;64;DDOS-Attack
UDP;73;653;43498;64;DDOS-Attack
UDP;83;1000;59102;64;DDOS-Attack
UDP;83;2350;145945;64;DDOS-Attack
UDP;65;4045;241439;64;DDOS-Attack
TCP;988;41;2339;64;Normal
UDP;995;77;4711;64;Normal
TCP;500;48;2912;64;Normal
TCP;71;500;28594;64;DDOS-Attack
TCP;648;200;11913;64;Normal
UDP;68;1000;64928;64;DDOS-Attack
UDP;818;230;13610;255;Normal
TCP;80;58;3398;64;Normal
TCP;868;137;8220;128;Normal
ICMP;69;844;51614;64;DDOS-Attack
UDP;60;580;33421;64;DDOS-Attack
ICMP;84;1000;55537;64;DDOS-Attack
TCP;720;146;8893;128;Normal
TCP;67;500;27264;64;DDOS-Attack
UDP;43;2507;145977;64;DDOS-Attack
UDP;1500;88;5232;64;Normal
TCP;64;500;33154;64;DDOS-Attack
ICMP;95;8324;501716;64;DDOS-Attack
UDP;775;96;5586;128;Normal
UDP;80;4057;245450;64;DDOS-Attack
UDP;100;4867;292268;64;DDOS-Attack
TCP;56;1000;57150;64;DDOS-Attack
ICMP;72;1000;58434;64;DDOS-Attack
TCP;440;120;7346;64;Normal
TCP;66;1000;61712;64;DDOS-Attack
UDP;68;1827;110684;64;DDOS-Attack
UDP;70;1109;69278;64;DDOS-Attack
UDP;897;22;1472;64;Normal
UDP;79;500;33620;64;DDOS-Attack
TCP;494;51;2990;64;Normal
TCP;56;6216;372412;64;DDOS-Attack
ICMP;769;125;7643;128;Normal
TCP;908;37;2382;64;Normal
ICMP;90;585;31753;64;DDOS-Attack
ICMP;76;2385;141828;64;DDOS-Attack
TCP;630;78;4522;64;Normal
UDP;69;2879;173832;64;DDOS-Attack
TCP;441;80;4653;64;Normal
TCP;1082;72;4209;128;Normal
TCP;886;49;2789;64;Normal
UDP;77;1000;64483;64;DDOS-Attack
UDP;75;2379;146425;64;DDOS-Attack
UDP;76;500;33358;64;DDOS-Attack
UDP;598;146;8809;64;Normal
TCP;375;1;40;32;Normal
TCP;794;14;649;64;Normal
UDP;77;2096;129567;64;DDOS-Attack
ICMP;53;1084;68842;64;DDOS-Attack
ICMP;61;847;51249;64;DDOS-Attack
UDP;40;1000;57078;64;DDOS-Attack
TCP;930;1;156;64;Normal
ICMP;950;47;2871;64;Normal
ICMP;64;1294;74187;64;DDOS-Attack
ICMP;798;100;5989;64;Normal
UDP;1046;159;9738;128;Normal
TCP;64;1000;59832;64;DDOS-Attack
UDP;74;1943;111599;64;DDOS-Attack
ICMP;60;1823;111123;64;DDOS-Attack
ICMP;81;500;33431;64;DDOS-Attack
UDP;82;1000;62252;64;DDOS-Attack
UDP;57;1724;103946;64;DDOS-Attack
TCP;73;63;3592;32;Normal
UDP;63;1932;116771;64;DDOS-Attack
UDP;81;7659;455732;64;DDOS-Attack
ICMP;80;2249;137611;64;DDOS-Attack
TCP;259;47;2730;128;Normal
UDP;926;83;4966;64;Normal
TCP;263;1;49;32;Normal
UDP;483;134;8060;64;Normal
UDP;689;95;5527;32;Normal
ICMP;40;1573;95383;64;DDOS-Attack
ICMP;61;500;31605;64;DDOS-Attack
ICMP;86;1304;77169;64;DDOS-Attack
TCP;73;2841;172071;64;DDOS-Attack
ICMP;56;746;42596;64;DDOS-Attack
ICMP;83;1000;55465;64;DDOS-Attack
UDP;80;1000;57865;64;DDOS-Attack
TCP;66;7928;477581;64;DDOS-Attack
UDP;72;1860;116061;64;DDOS-Attack
ICMP;64;3427;206250;64;DDOS-Attack
ICMP;66;2986;179092;64;DDOS-Attack
UDP;80;549;34783;64;DDOS-Attack
ICMP;68;1000;61661;64;DDOS-Attack
ICMP;54;2797;163808;64;DDOS-Attack
ICMP;569;1;200;128;Normal
UDP;68;1020;60199;64;DDOS-Attack
UDP;52;1665;96593;64;DDOS-Attack
TCP;651;122;7290;32;Normal
UDP;61;621;38143;64;DDOS-Attack
ICMP;52;500;28320;64;DDOS-Attack
ICMP;51;1885;117846;64;DDOS-Attack
UDP;90;1000;64225;64;DDOS-Attack
UDP;106;6287;374781;64;DDOS-Attack
ICMP;668;76;4733;64;Normal
UDP;78;500;27832;64;DDOS-Attack
UDP;69;2156;131167;64;DDOS-Attack
TCP;91;1476;84351;64;DDOS-Attack
UDP;70;4882;293647;64;DDOS-Attack
TCP;469;85;5063;32;Normal
TCP;71;500;25638;64;DDOS-Attack
ICMP;40;1000;64969;64;DDOS-Attack
TCP;720;18;1094;64;Normal
TCP;800;39;2496;64;Normal
ICMP;93;685;44008;64;DDOS-Attack
UDP;360;107;6512;64;Normal
ICMP;73;5789;344727;64;DDOS-Attack
ICMP;66;850;48518;64;DDOS-Attack
ICMP;78;7078;424698;64;DDOS-Attack
ICMP;66;995;57314;64;DDOS-Attack
UDP;85;1222;72670;64;DDOS-Attack
UDP;68;1000;57171;64;DDOS-Attack
UDP;78;2731;162177;64;DDOS-Attack
TCP;338;34;2037;64;Normal
TCP;212;86;5256;64;Normal
TCP;744;173;10416;32;Normal
UDP;82;5556;337399;64;DDOS-Attack
ICMP;65;4401;268011;64;DDOS-Attack
UDP;75;1740;99591;64;DDOS-Attack
UDP;442;136;8053;64;Normal
ICMP;74;500;27906;64;DDOS-Attack
ICMP;91;1677;100362;64;DDOS-Attack
UDP;511;75;4690;128;Normal
TCP;40;95;5786;32;Normal
UDP;71;567;34336;64;DDOS-Attack
ICMP;71;1000;55258;64;DDOS-Attack
ICMP;68;6073;367636;64;DDOS-Attack
TCP;492;1;214;128;Normal
ICMP;63;1000;62246;64;DDOS-Attack
ICMP;66;9403;568556;64;DDOS-Attack
UDP;40;3560;212023;64;DDOS-Attack
ICMP;66;1163;66510;64;DDOS-Attack
TCP;643;31;1768;32;Normal
ICMP;55;823;45269;64;DDOS-Attack
UDP;88;1294;77229;64;DDOS-Attack
UDP;59;7487;451574;64;DDOS-Attack
ICMP;76;1773;109623;64;DDOS-Attack
TCP;506;7;459;64;Normal
ICMP;77;500;26971;64;DDOS-Attack
UDP;63;500;32398;64;DDOS-Attack
TCP;69;500;25161;64;DDOS-Attack
UDP;81;3116;189724;64;DDOS-Attack
ICMP;40;2652;155927;64;DDOS-Attack
UDP;75;2340;141553;64;DDOS-Attack
UDP;80;500;27026;64;DDOS-Attack
UDP;77;1785;105089;64;DDOS-Attack
UDP;72;2348;138038;64;DDOS-Attack
TCP;380;76;4497;128;Normal
ICMP;65;6719;404282;64;DDOS-Attack
UDP;86;3560;217387;64;DDOS-Attack
ICMP;92;500;27027;64;DDOS-Attack
UDP;82;1723;101929;64;DDOS-Attack
UDP;680;209;12568;64;Normal
ICMP;50;7021;424457;64;DDOS-Attack
TCP;442;1;1;64;Normal
UDP;60;6003;363055;64;DDOS-Attack
UDP;70;1618;100415;64;DDOS-Attack
UDP;56;1093;65691;64;DDOS-Attack
ICMP;72;1373;79011;64;DDOS-Attack
UDP;47;4036;245390;64;DDOS-Attack
TCP;51;5154;306034;64;DDOS-Attack
TCP;40;125;7660;64;Normal
ICMP;64;1395;80867;64;DDOS-Attack
UDP;492;27;1634;32;Normal
UDP;53;1418;81919;64;DDOS-Attack
ICMP;70;1000;56682;64;DDOS-Attack
TCP;112;1700;102173;64;DDOS-Attack
UDP;81;3626;221836;64;DDOS-Attack
TCP;376;57;3467;128;Normal
UDP;75;883;50689;64;DDOS-Attack
ICMP;65;1049;67641;64;DDOS-Attack
ICMP;70;500;30816;64;DDOS-Attack
ICMP;82;6510;387281;64;DDOS-Attack
TCP;773;107;6492;128;Normal
UDP;59;4221;251719;64;DDOS-Attack
TCP;342;20;1343;32;Normal
TCP;85;1316;83619;64;DDOS-Attack
TCP;670;85;4965;64;Normal
ICMP;45;1000;64661;64;DDOS-Attack
UDP;76;7985;477374;64;DDOS-Attack
ICMP;64;3698;220141;64;DDOS-Attack
ICMP;59;500;27798;64;DDOS-Attack
UDP;60;1000;55841;64;DDOS-Attack
ICMP;76;5664;336788;64;DDOS-Attack
UDP;86;1000;58984;64;DDOS-Attack
UDP;823;55;3492;32;Normal
UDP;58;500;32421;64;DDOS-Attack
ICMP;60;1375;81940;64;DDOS-Attack
ICMP;64;1000;63250;64;DDOS-Attack
UDP;83;6348;378313;64;DDOS-Attack
ICMP;104;3594;211223;64;DDOS-Attack
TCP;74;500;30332;64;DDOS-Attack
UDP;60;1000;64273;64;DDOS-Attack
ICMP;111;1000;55621;64;DDOS-Attack
ICMP;98;2432;148906;64;DDOS-Attack
ICMP;61;1565;95236;64;DDOS-Attack
ICMP;585;119;7071;64;Normal
UDP;399;122;7234;64;Normal
ICMP;43;1029;66170;64;DDOS-Attack
TCP;102;11043;658407;64;DDOS-Attack
UDP;53;1000;63771;64;DDOS-Attack
UDP;73;500;26874;64;DDOS-Attack
UDP;1500;57;3585;64;Normal
ICMP;77;9161;552683;64;DDOS-Attack
TCP;49;1558;93655;64;DDOS-Attack
TCP;701;103;6010;64;Normal
TCP;76;2950;177226;64;DDOS-Attack
ICMP;57;2013;116469;64;DDOS-Attack
UDP;70;500;26526;64;DDOS-Attack
TCP;79;3570;214220;64;DDOS-Attack
UDP;434;1;1;128;Normal
UDP;94;1000;63178;64;DDOS-Attack
